cost_type,age_band,month,medicare_cost
part_b_premium,65-84,2039-10-01,286.9116197822116
part_b_premium,65-84,2039-11-01,287.6657201963898
part_b_premium,65-84,2039-12-01,288.42180264055736
part_b_premium,65-84,2040-01-01,289.1798723241568
part_b_premium,65-84,2040-02-01,289.93993447032295
part_b_premium,65-84,2040-03-01,290.7019943159189
part_b_premium,65-84,2040-04-01,291.46605711157173
part_b_premium,65-84,2040-05-01,292.23212812170925
part_b_premium,65-84,2040-06-01,293.0002126245958
part_b_premium,65-84,2040-07-01,293.77031591236874
part_b_premium,65-84,2040-08-01,294.542443291075
part_b_premium,65-84,2040-09-01,295.31660008070764
part_b_premium,65-84,2040-10-01,296.09279161524233
part_b_premium,65-84,2040-11-01,296.8710232426743
part_b_premium,65-84,2040-12-01,297.6513003250552
part_b_premium,65-84,2041-01-01,298.4336282385298
part_b_premium,65-84,2041-02-01,299.2180123733733
part_b_premium,65-84,2041-03-01,300.0044581340283
part_b_premium,65-84,2041-04-01,300.79297093914204
part_b_premium,65-84,2041-05-01,301.583556221604
part_b_premium,65-84,2041-06-01,302.3762194285829
part_b_premium,65-84,2041-07-01,303.17096602156454
part_b_premium,65-84,2041-08-01,303.9678014763894
part_b_premium,65-84,2041-09-01,304.7667312832903
part_b_premium,65-84,2041-10-01,305.5677609469301
part_b_premium,65-84,2041-11-01,306.3708959864399
part_b_premium,65-84,2041-12-01,307.17614193545705
part_b_premium,65-84,2042-01-01,307.9835043421628
part_b_premium,65-84,2042-02-01,308.79298876932125
part_b_premium,65-84,2042-03-01,309.6046007943172
part_b_premium,65-84,2042-04-01,310.41834600919464
part_b_premium,65-84,2042-05-01,311.23423002069535
part_b_premium,65-84,2042-06-01,312.05225845029753
part_b_premium,65-84,2042-07-01,312.8724369342546
part_b_premium,65-84,2042-08-01,313.69477112363387
part_b_premium,65-84,2042-09-01,314.5192666843556
part_b_premium,65-84,2042-10-01,315.34592929723186
part_b_premium,65-84,2042-11-01,316.174764658006
part_b_premium,65-84,2042-12-01,317.0057784773917
part_b_premium,65-84,2043-01-01,317.838976481112
part_b_premium,65-84,2043-02-01,318.6743644099395
part_b_premium,65-84,2043-03-01,319.51194801973537
part_b_premium,65-84,2043-04-01,320.3517330814888
part_b_premium,65-84,2043-05-01,321.1937253813576
part_b_premium,65-84,2043-06-01,322.0379307207071
part_b_premium,65-84,2043-07-01,322.8843549161508
part_b_premium,65-84,2043-08-01,323.73300379959016
part_b_premium,65-84,2043-09-01,324.583883218255
part_b_premium,65-84,2043-10-01,325.4369990347433
part_b_premium,65-84,2043-11-01,326.2923571270622
part_b_premium,65-84,2043-12-01,327.1499633886682
part_b_premium,65-84,2044-01-01,328.0098237285076
part_b_premium,65-84,2044-02-01,328.8719440710576
part_b_premium,65-84,2044-03-01,329.7363303563669
part_b_premium,65-84,2044-04-01,330.60298854009653
part_b_premium,65-84,2044-05-01,331.471924593561
part_b_premium,65-84,2044-06-01,332.34314450376974
part_b_premium,65-84,2044-07-01,333.2166542734676
part_b_premium,65-84,2044-08-01,334.09245992117707
part_b_premium,65-84,2044-09-01,334.97056748123913
part_b_premium,65-84,2044-10-01,335.8509830038551
part_b_premium,65-84,2044-11-01,336.7337125551282
part_b_premium,65-84,2044-12-01,337.6187622171056
part_b_premium,65-84,2045-01-01,338.50613808781986
part_b_premium,65-84,2045-02-01,339.3958462813315
part_b_premium,65-84,2045-03-01,340.28789292777066
part_b_premium,65-84,2045-04-01,341.18228417337957
part_b_premium,65-84,2045-05-01,342.079026180555
part_b_premium,65-84,2045-06-01,342.9781251278904
part_b_premium,65-84,2045-07-01,343.8795872102186
part_b_premium,65-84,2045-08-01,344.7834186386547
part_b_premium,65-84,2045-09-01,345.6896256406388
part_b_premium,65-84,2045-10-01,346.59821445997846
part_b_premium,65-84,2045-11-01,347.5091913568923
part_b_premium,65-84,2045-12-01,348.42256260805294
part_b_premium,65-84,2046-01-01,349.3383345066301
part_b_premium,65-84,2046-02-01,350.25651336233403
part_b_premium,65-84,2046-03-01,351.17710550145927
part_b_premium,65-84,2046-04-01,352.1001172669277
part_b_premium,65-84,2046-05-01,353.02555501833274
part_b_premium,65-84,2046-06-01,353.95342513198284
part_b_premium,65-84,2046-07-01,354.8837340009456
part_b_premium,65-84,2046-08-01,355.81648803509165
part_b_premium,65-84,2046-09-01,356.75169366113926
part_b_premium,65-84,2046-10-01,357.68935732269773
part_b_premium,65-84,2046-11-01,358.62948548031284
part_b_premium,65-84,2046-12-01,359.57208461151066
part_b_premium,65-84,2047-01-01,360.5171612108423
part_b_premium,65-84,2047-02-01,361.46472178992883
part_b_premium,65-84,2047-03-01,362.41477287750604
part_b_premium,65-84,2047-04-01,363.3673210194694
part_b_premium,65-84,2047-05-01,364.3223727789194
part_b_premium,65-84,2047-06-01,365.27993473620637
part_b_premium,65-84,2047-07-01,366.2400134889759
part_b_premium,65-84,2047-08-01,367.20261565221466
part_b_premium,65-84,2047-09-01,368.1677478582957
part_b_premium,65-84,2047-10-01,369.13541675702413
part_b_premium,65-84,2047-11-01,370.1056290156829
part_b_premium,65-84,2047-12-01,371.078391319079
part_b_premium,65-84,2048-01-01,372.0537103695893
part_b_premium,65-84,2048-02-01,373.0315928872065
part_b_premium,65-84,2048-03-01,374.01204560958627
part_b_premium,65-84,2048-04-01,374.9950752920925
part_b_premium,65-84,2048-05-01,375.9806887078448
part_b_premium,65-84,2048-06-01,376.96889264776496
part_b_premium,65-84,2048-07-01,377.9596939206231
part_b_premium,65-84,2048-08-01,378.9530993530855
part_b_premium,65-84,2048-09-01,379.9491157897612
part_b_premium,65-84,2048-10-01,380.94775009324894
part_b_premium,65-84,2048-11-01,381.94900914418474
part_b_premium,65-84,2048-12-01,382.95289984128954
part_b_premium,65-84,2049-01-01,383.95942910141616
part_b_premium,65-84,2049-02-01,384.9686038595971
part_b_premium,65-84,2049-03-01,385.980431069093
part_b_premium,65-84,2049-04-01,386.9949177014394
part_b_premium,65-84,2049-05-01,388.0120707464959
part_b_premium,65-84,2049-06-01,389.03189721249345
part_b_premium,65-84,2049-07-01,390.054404126083
part_b_premium,65-84,2049-08-01,391.07959853238424
part_b_premium,65-84,2049-09-01,392.1074874950336
part_b_premium,65-84,2049-10-01,393.1380780962329
part_b_premium,65-84,2049-11-01,394.1713774367987
part_b_premium,65-84,2049-12-01,395.20739263621084
part_b_premium,65-84,2050-01-01,396.24613083266144
part_b_premium,65-84,2050-02-01,397.28759918310425
part_b_premium,65-84,2050-03-01,398.33180486330394
part_b_premium,65-84,2050-04-01,399.37875506788555
part_b_premium,65-84,2050-05-01,400.4284570103838
part_b_premium,65-84,2050-06-01,401.4809179232932
part_b_premium,65-84,2050-07-01,402.5361450581177
part_b_premium,65-84,2050-08-01,403.5941456854206
part_b_premium,65-84,2050-09-01,404.65492709487467
part_b_premium,65-84,2050-10-01,405.71849659531233
part_b_premium,65-84,2050-11-01,406.7848615147763
part_b_premium,65-84,2050-12-01,407.85402920056964
part_b_premium,65-84,2051-01-01,408.92600701930667
part_b_premium,65-84,2051-02-01,410.0008023569636
part_b_premium,65-84,2051-03-01,411.0784226189297
part_b_premium,65-84,2051-04-01,412.15887523005784
part_b_premium,65-84,2051-05-01,413.2421676347161
part_b_premium,65-84,2051-06-01,414.3283072968386
part_b_premium,65-84,2051-07-01,415.4173016999775
part_b_premium,65-84,2051-08-01,416.5091583473541
part_b_premium,65-84,2051-09-01,417.60388476191065
part_b_premium,65-84,2051-10-01,418.70148848636234
part_b_premium,65-84,2051-11-01,419.80197708324914
part_b_premium,65-84,2051-12-01,420.9053581349878
part_b_premium,65-84,2052-01-01,422.01163924392444
part_b_premium,65-84,2052-02-01,423.1208280323865
part_b_premium,65-84,2052-03-01,424.23293214273554
part_b_premium,65-84,2052-04-01,425.34795923741973
part_b_premium,65-84,2052-05-01,426.465916999027
part_b_premium,65-84,2052-06-01,427.5868131303375
part_b_premium,65-84,2052-07-01,428.7106553543768
part_b_premium,65-84,2052-08-01,429.8374514144694
part_b_premium,65-84,2052-09-01,430.9672090742919
part_b_premium,65-84,2052-10-01,432.0999361179259
part_b_premium,65-84,2052-11-01,433.2356403499131
part_b_premium,65-84,2052-12-01,434.3743295953075
part_b_premium,65-84,2053-01-01,435.5160116997301
part_b_premium,65-84,2053-02-01,436.6606945294228
part_b_premium,65-84,2053-03-01,437.80838597130304
part_b_premium,65-84,2053-04-01,438.9590939330172
part_b_premium,65-84,2053-05-01,440.1128263429959
part_b_premium,65-84,2053-06-01,441.2695911505083
part_b_premium,65-84,2053-07-01,442.4293963257169
part_b_premium,65-84,2053-08-01,443.5922498597324
part_b_premium,65-84,2053-09-01,444.75815976466913
part_b_premium,65-84,2053-10-01,445.92713407369956
part_b_premium,65-84,2053-11-01,447.0991808411103
part_b_premium,65-84,2053-12-01,448.2743081423573
part_b_premium,65-84,2054-01-01,449.4525240741214
part_b_premium,65-84,2054-02-01,450.6338367543643
part_b_premium,65-84,2054-03-01,451.81825432238475
part_b_premium,65-84,2054-04-01,453.0057849388738
part_b_premium,65-84,2054-05-01,454.19643678597174
part_b_premium,65-84,2054-06-01,455.39021806732455
part_b_premium,65-84,2054-07-01,456.58713700813985
part_b_premium,65-84,2054-08-01,457.7872018552439
part_b_premium,65-84,2054-09-01,458.99042087713855
part_b_premium,65-84,2054-10-01,460.196802364058
part_b_premium,65-84,2054-11-01,461.4063546280259
part_b_premium,65-84,2054-12-01,462.6190860029128
part_b_premium,65-84,2055-01-01,463.83500484449326
part_b_premium,65-84,2055-02-01,465.05411953050407
part_b_premium,65-84,2055-03-01,466.27643846070106
part_b_premium,65-84,2055-04-01,467.5019700569177
part_b_premium,65-84,2055-05-01,468.73072276312286
part_b_premium,65-84,2055-06-01,469.96270504547897
part_b_premium,65-84,2055-07-01,471.1979253924003
part_b_premium,65-84,2055-08-01,472.43639231461174
part_b_premium,65-84,2055-09-01,473.67811434520706
part_b_premium,65-84,2055-10-01,474.9231000397079
part_b_premium,65-84,2055-11-01,476.1713579761227
part_b_premium,65-84,2055-12-01,477.422896755006
part_b_premium,65-84,2056-01-01,478.67772499951707
part_b_premium,65-84,2056-02-01,479.9358513554802
part_b_premium,65-84,2056-03-01,481.19728449144344
part_b_premium,65-84,2056-04-01,482.4620330987391
part_b_premium,65-84,2056-05-01,483.7301058915429
part_b_premium,65-84,2056-06-01,485.00151160693423
part_b_premium,65-84,2056-07-01,486.2762590049571
part_b_premium,65-84,2056-08-01,487.55435686867935
part_b_premium,65-84,2056-09-01,488.83581400425356
part_b_premium,65-84,2056-10-01,490.1206392409785
part_b_premium,65-84,2056-11-01,491.4088414313587
part_b_premium,65-84,2056-12-01,492.70042945116614
part_b_premium,65-84,2057-01-01,493.99541219950163
part_b_premium,65-84,2057-02-01,495.29379859885563
part_b_premium,65-84,2057-03-01,496.5955975951697
part_b_premium,65-84,2057-04-01,497.9008181578987
part_b_premium,65-84,2057-05-01,499.2094692800722
part_b_premium,65-84,2057-06-01,500.52155997835615
part_b_premium,65-84,2057-07-01,501.8370992931158
part_b_premium,65-84,2057-08-01,503.1560962884771
part_b_premium,65-84,2057-09-01,504.47856005238975
part_b_premium,65-84,2057-10-01,505.8044996966899
part_b_premium,65-84,2057-11-01,507.13392435716224
part_b_premium,65-84,2057-12-01,508.4668431936035
part_b_premium,65-84,2058-01-01,509.8032653898857
part_b_premium,65-84,2058-02-01,511.14320015401904
part_b_premium,65-84,2058-03-01,512.486656718215
part_b_premium,65-84,2058-04-01,513.8336443389516
part_b_premium,65-84,2058-05-01,515.1841722970346
part_b_premium,65-84,2058-06-01,516.5382498976635
part_b_premium,65-84,2058-07-01,517.8958864704955
part_b_premium,65-84,2058-08-01,519.2570913697084
part_b_premium,65-84,2058-09-01,520.6218739740663
part_b_premium,65-84,2058-10-01,521.990243686984
part_b_premium,65-84,2058-11-01,523.3622099365914
part_b_premium,65-84,2058-12-01,524.7377821757988
part_b_premium,65-84,2059-01-01,526.1169698823621
part_b_premium,65-84,2059-02-01,527.4997825589476
part_b_premium,65-84,2059-03-01,528.886229733198
part_b_premium,65-84,2059-04-01,530.276320957798
part_b_premium,65-84,2059-05-01,531.6700658105397
part_b_premium,65-84,2059-06-01,533.0674738943889
part_b_premium,65-84,2059-07-01,534.4685548375513
part_b_premium,65-84,2059-08-01,535.8733182935391
part_b_premium,65-84,2059-09-01,537.2817739412363
part_b_premium,65-84,2059-10-01,538.6939314849675
part_b_premium,65-84,2059-11-01,540.1098006545624
part_b_premium,65-84,2059-12-01,541.5293912054243
part_b_premium,65-84,2060-01-01,542.9527129185976
part_b_premium,65-84,2060-02-01,544.379775600834
part_b_premium,65-84,2060-03-01,545.8105890846604
part_b_premium,65-84,2060-04-01,547.2451632284475
part_b_premium,65-84,2060-05-01,548.683507916477
part_b_premium,65-84,2060-06-01,550.1256330590093
part_b_premium,65-84,2060-07-01,551.571548592353
part_b_premium,65-84,2060-08-01,553.0212644789323
part_b_premium,65-84,2060-09-01,554.474790707356
part_b_premium,65-84,2060-10-01,555.9321372924865
part_b_premium,65-84,2060-11-01,557.3933142755084
part_b_premium,65-84,2060-12-01,558.8583317239979
part_b_premium,65-84,2061-01-01,560.3271997319928
part_b_premium,65-84,2061-02-01,561.7999284200606
part_b_premium,65-84,2061-03-01,563.2765279353695
part_b_premium,65-84,2061-04-01,564.7570084517579
part_b_premium,65-84,2061-05-01,566.2413801698043
part_b_premium,65-84,2061-06-01,567.7296533168976
part_b_premium,65-84,2061-07-01,569.2218381473083
part_b_premium,65-84,2061-08-01,570.7179449422581
part_b_premium,65-84,2061-09-01,572.2179840099914
part_b_premium,65-84,2061-10-01,573.7219656858459
part_b_premium,65-84,2061-11-01,575.2299003323246
part_b_premium,65-84,2061-12-01,576.7417983391659
part_b_premium,65-84,2062-01-01,578.2576701234166
part_b_premium,65-84,2062-02-01,579.7775261295026
part_b_premium,65-84,2062-03-01,581.3013768293014
part_b_premium,65-84,2062-04-01,582.8292327222141
part_b_premium,65-84,2062-05-01,584.361104335238
part_b_premium,65-84,2062-06-01,585.8970022230383
part_b_premium,65-84,2062-07-01,587.4369369680222
part_b_premium,65-84,2062-08-01,588.9809191804104
part_b_premium,65-84,2062-09-01,590.5289594983111
part_b_premium,65-84,2062-10-01,592.0810685877931
part_b_premium,65-84,2062-11-01,593.637257142959
part_b_premium,65-84,2062-12-01,595.1975358860193
part_b_premium,65-84,2063-01-01,596.761915567366
part_b_premium,65-84,2063-02-01,598.3304069656467
part_b_premium,65-84,2063-03-01,599.903020887839
part_b_premium,65-84,2063-04-01,601.479768169325
part_b_premium,65-84,2063-05-01,603.0606596739656
part_b_premium,65-84,2063-06-01,604.6457062941756
part_b_premium,65-84,2063-07-01,606.2349189509989
part_b_premium,65-84,2063-08-01,607.8283085941836
part_b_premium,65-84,2063-09-01,609.4258862022571
part_b_premium,65-84,2063-10-01,611.0276627826025
part_b_premium,65-84,2063-11-01,612.6336493715338
part_b_premium,65-84,2063-12-01,614.2438570343719
part_b_premium,65-84,2064-01-01,615.8582968655217
part_b_premium,65-84,2064-02-01,617.4769799885474
part_b_premium,65-84,2064-03-01,619.0999175562498
part_b_premium,65-84,2064-04-01,620.7271207507434
part_b_premium,65-84,2064-05-01,622.3586007835326
part_b_premium,65-84,2064-06-01,623.9943688955892
part_b_premium,65-84,2064-07-01,625.6344363574309
part_b_premium,65-84,2064-08-01,627.2788144691975
part_b_premium,65-84,2064-09-01,628.9275145607293
part_b_premium,65-84,2064-10-01,630.5805479916459
part_b_premium,65-84,2064-11-01,632.2379261514228
part_b_premium,65-84,2064-12-01,633.8996604594718
part_b_premium,65-84,2065-01-01,635.5657623652183
part_b_premium,65-84,2065-02-01,637.236243348181
part_b_premium,65-84,2065-03-01,638.9111149180499
part_b_premium,65-84,2065-04-01,640.5903886147672
part_b_premium,65-84,2065-05-01,642.2740760086056
part_b_premium,65-84,2065-06-01,643.962188700248
part_b_premium,65-84,2065-07-01,645.6547383208688
part_b_premium,65-84,2065-08-01,647.3517365322119
part_b_premium,65-84,2065-09-01,649.0531950266726
part_b_premium,65-84,2065-10-01,650.7591255273785
part_b_premium,65-84,2065-11-01,652.4695397882684
part_b_premium,65-84,2065-12-01,654.1844495941749
part_b_premium,65-84,2066-01-01,655.9038667609053
part_b_premium,65-84,2066-02-01,657.6278031353228
part_b_premium,65-84,2066-03-01,659.3562705954275
part_b_premium,65-84,2066-04-01,661.0892810504398
part_b_premium,65-84,2066-05-01,662.826846440881
part_b_premium,65-84,2066-06-01,664.568978738656
part_b_premium,65-84,2066-07-01,666.3156899471365
part_b_premium,65-84,2066-08-01,668.0669921012426
part_b_premium,65-84,2066-09-01,669.8228972675263
part_b_premium,65-84,2066-10-01,671.5834175442546
part_b_premium,65-84,2066-11-01,673.348565061493
part_b_premium,65-84,2066-12-01,675.1183519811885
part_b_premium,65-84,2067-01-01,676.8927904972544
part_b_premium,65-84,2067-02-01,678.6718928356531
part_b_premium,65-84,2067-03-01,680.4556712544812
part_b_premium,65-84,2067-04-01,682.2441380440539
part_b_premium,65-84,2067-05-01,684.0373055269893
part_b_premium,65-84,2067-06-01,685.8351860582931
part_b_premium,65-84,2067-07-01,687.6377920254449
part_b_premium,65-84,2067-08-01,689.4451358484824
part_b_premium,65-84,2067-09-01,691.2572299800871
part_b_premium,65-84,2067-10-01,693.0740869056708
part_b_premium,65-84,2067-11-01,694.8957191434608
part_b_premium,65-84,2067-12-01,696.7221392445865
part_b_premium,65-84,2068-01-01,698.5533597931666
part_b_premium,65-84,2068-02-01,700.3893934063941
part_b_premium,65-84,2068-03-01,702.2302527346247
part_b_premium,65-84,2068-04-01,704.0759504614637
part_b_premium,65-84,2068-05-01,705.9264993038529
part_b_premium,65-84,2068-06-01,707.7819120121584
part_b_premium,65-84,2068-07-01,709.6422013702592
part_b_premium,65-84,2068-08-01,711.5073801956338
part_b_premium,65-84,2068-09-01,713.3774613394498
part_b_premium,65-84,2068-10-01,715.2524576866523
part_b_premium,65-84,2068-11-01,717.1323821560514
