age_yrs,age_mos,account_0,account_1,account_2,account_3,account_4,account_5,account_6,account_7,account_8,account_9,account_10,account_11,account_12,account_13,account_14,account_15,account_16,account_17,account_18,account_19,account_20,account_21,account_22,account_23,account_24,account_25,account_26,account_27,account_28,account_29,account_30,account_31,account_32,account_33,account_34,account_35,account_36,account_37,account_38,account_39,account_40,account_41,account_42,account_43,account_44,account_45,account_46,account_47,account_48,account_49,account_50,account_51,account_52,account_53,account_54,account_55,account_56,account_57,account_58,account_59,account_60,account_61,account_62,account_63,account_64,account_65,account_66,account_67,account_68,account_69,account_70,account_71,account_72,account_73,account_74,account_75,account_76,account_77,account_78,account_79,account_80,account_81,account_82,account_83,account_84,account_85,account_86,account_87,account_88,account_89,account_90,account_91,account_92,account_93,account_94,account_95,account_96,account_97,account_98,account_99,account_100,avg,account_type
28,0,56743.088226,55082.96,59643.56,58550.55,55773.33,57147.52,54641.71,57143.98,57676.64,55623.62,56615.41,55389.19,54769.58,55640.84,55410.0,56756.34,57191.4,55107.38,55786.06,56821.43,55065.55,58488.27,55956.57,55734.41,56309.87,57582.57,58510.54,55188.95,56761.15,58007.99,56187.35,58569.16,57115.71,56479.6,57698.53,56477.9,55195.01,58098.18,56242.0,54827.64,56070.76,55397.47,53531.68,56737.13,57994.99,58766.35,56887.09,55414.07,58289.6,57079.43,56197.04,55836.66,56365.46,59300.18,55466.82,58004.56,56711.3,56635.62,56470.95,57939.54,54892.1,54657.95,56840.48,58390.33,57278.2,55370.16,56757.37,55920.0,56906.74,54370.88,56955.38,56740.74,57268.62,57966.14,56362.58,57245.36,55569.14,57309.79,56471.36,54413.79,54999.32,56015.29,56568.06,55819.44,55622.55,56461.83,55668.04,55877.54,55104.68,58375.99,58125.3,54241.71,56274.38,57134.7,55523.85,55564.53,57142.66,56650.82,57498.58,57486.06,58084.16,56525.09740817824,retirement
28,0,142249.460188,140957.29,151102.57,142342.71000000002,143801.74,143144.87,134852.13999999998,145433.30000000002,143772.66999999998,143194.97,146577.58000000002,140747.47999999998,139839.91,142561.91999999998,143367.33000000002,137294.64,146952.0,134332.46,138689.65,140161.88,141129.91,141948.94,141427.93,138854.27000000002,141647.29,140360.03,139343.34,139617.68,130763.42000000001,143035.97,134521.88,148986.26,140478.17,140159.56,142781.99,142562.69,142313.2,143662.96,138307.2,135204.87,141049.89,148962.55,136677.66,146763.73,145342.18,139351.82,134516.71,150672.81,142592.45,142697.42,135823.55,139922.47,151860.31,146507.9,136767.79,140900.03,142030.26,144743.74,147027.95,139050.29,143333.46,144720.97,145882.5,147638.1,140588.01,148960.94,145415.53,135789.63,141957.56,135599.69,138514.16,138474.13,144096.64,141483.26,146014.76,143329.09,144771.69,133875.3,138289.69,135673.12,137496.65,142852.88,144111.58000000002,142732.25,141333.0,141875.78,140786.8,139620.47,144507.99,146577.66999999998,142153.24,137339.46,144366.07,139312.71,134523.66,145769.1,142068.76,146188.84,137015.63,137908.94,139232.81,141623.0510909703,total
29,0,99183.13246,99012.8,103927.14,96795.97,103680.58,100193.83,94232.8,99467.33,96570.49,103430.99,103802.82,102003.63,101744.77,101402.77,99872.73,94534.7,103011.64,91815.43,93145.99,98386.48,100814.84,97687.32,101808.44,95092.08,95906.49,95954.75,94546.03,98722.86,89809.2,99691.55,91033.51,106447.22,99351.86,101633.91,97747.34,101621.65,98091.47,94662.05,97576.09,93382.8,98935.33,105247.52,96398.49,102767.44,99890.1,93564.02,91291.1,106872.73,97499.47,98559.67,92230.71,96202.0,110630.1,100247.04,97619.85,95065.83,97919.68,103990.46,101573.07,92058.01,101461.62,103130.94,105085.29,101811.14,98528.42,108904.33,103108.79,95246.96,99950.23,94580.76,92983.8,94733.64,99710.14,98096.71,105345.02,98069.33,105285.74,89562.62,96971.24,95523.79,92617.58,99008.86,101014.01,101122.3,102198.38,100286.97,102325.54,97865.17,101340.74,97731.51,97616.93,97856.58,101489.53,94219.77,90852.01,103339.92,99877.21,105370.95,91141.14,95300.24,93303.06,98716.12883623759,savings
29,0,70145.939434,69424.57,71996.5,71518.64,67064.73,69124.17,68364.16,70365.43,69578.28,67415.23,70112.62,69536.29,68373.8,69639.56,69033.98,72683.34,69941.23,67737.62,71128.0,67801.18,67366.22,73374.24,67684.38,69595.69,68364.24,71114.0,73466.49,67975.09,71417.24,70494.69,69665.3,71445.38,69127.61,69625.0,72244.19,69120.65,68900.23,69139.34,68335.84,68863.67,70759.64,66783.62,65763.9,70176.93,71729.76,72382.83,69497.83,71086.33,71101.52,70464.29,70711.49,69989.64,70064.59,72435.95,68720.01,70829.39,69205.62,68900.0,70759.49,68821.07,69587.81,69645.02,69383.84,70707.43,71792.34,67700.17,72078.73,69480.71,71084.8,65430.36,71541.45,69898.67,70594.27,72042.62,70209.09,70357.69,70222.29,70051.99,72257.66,67308.79,67352.21,69417.27,69722.08,69496.08,69602.29,67294.25,70027.05,69435.22,68682.31,71989.79,71179.0,67060.48,71336.59,69114.41,69177.11,69064.73,69839.32,69512.65,70898.82,71047.38,70916.74,69822.08088548515,retirement
29,0,169329.071894,168437.37,175923.64,168314.61,170745.31,169318.0,162596.96000000002,169832.76,166148.77000000002,170846.22,173915.44,171539.91999999998,170118.57,171042.33000000002,168906.71,167218.03999999998,172952.87,159553.05,164273.99,166187.65999999997,168181.06,171061.56,169492.82,164687.77000000002,164270.73,167068.75,168012.52000000002,166697.95,161226.44,170186.24,160698.81,177892.6,168479.47,171258.91,169991.53,170742.3,166991.7,163801.39,165911.93,162246.47,169694.97,172031.14,162162.39,172944.37,171619.86,165946.85,160788.93,177959.06,168600.99,169023.96,162942.2,166191.64,180694.69,172682.99,166339.86,165895.22,167125.3,172890.46000000002,172332.56,160879.08000000002,171049.43,172775.96000000002,174469.13,172518.57,170320.76,176604.5,175187.52,164727.67,171035.03,160011.12,164525.25,164632.31,170304.41,170139.33000000002,175554.11,168427.02000000002,175508.03,159614.61,169228.90000000002,162832.58,159969.79,168426.13,170736.09,170618.38,171800.66999999998,167581.22,172352.59,167300.39,170023.05,169721.3,168795.93,164917.06,172826.12,163334.18,160029.12,172404.65,169716.53000000003,174883.59999999998,162039.96000000002,166347.62,164219.8,168538.20972172276,total
30,0,113189.05534,113246.24,120245.98,108020.17,116739.7,110895.66,106993.73,112002.78,111278.03,117489.36,119265.41,117014.13,114810.75,115773.4,114525.95,106948.26,117530.58,105254.78,106646.07,115851.23,112109.1,109372.89,115796.02,113480.36,107543.3,107882.96,111384.25,109808.06,107097.77,115111.35,103006.49,123963.34,116343.29,113647.32,111317.45,115069.84,112206.59,107994.89,110599.61,107435.19,110011.5,121893.72,107325.64,114927.91,113343.44,111616.25,104294.55,119359.69,109828.48,112173.43,104219.45,109983.93,124347.81,111350.11,110184.56,108938.66,110409.05,117711.79,117909.7,107804.09,120288.64,115684.73,116062.74,117521.98,117484.81,122588.97,118548.13,107487.59,111940.79,110228.86,105642.52,107131.0,114180.13,111322.59,118686.34,112476.66,120016.0,101283.17,113348.74,109709.91,105355.08,111600.19,113233.24,112754.87,118408.49,115771.97,116217.01,114473.18,112939.57,110511.94,108058.87,112699.6,115749.02,106070.73,106752.94,121015.99,117296.45,122016.8,105411.32,107259.58,108513.55,112636.33450831682,savings
30,0,85310.794365,82298.02,87819.94,85976.68,82608.96,85396.83,83280.15,86062.22,84844.45,83757.61,82841.34,84071.02,82180.6,85073.3,83313.73,90222.08,83948.41,82794.4,87014.02,81674.59,81914.22,87823.17,82423.44,84471.64,83736.43,86719.91,90030.1,82471.25,87165.79,87249.1,84410.06,86044.58,84051.18,82384.41,84640.91,83315.66,83249.81,82822.13,84707.44,83684.05,85735.67,80822.68,81367.51,84521.7,88097.17,85778.41,86033.93,86523.4,85261.23,86788.35,85572.37,84767.16,85295.15,87605.75,84947.91,85833.72,84957.7,85010.46,86675.92,83423.61,83031.98,84250.96,84827.38,87414.94,87846.1,83297.11,89928.34,84789.25,85915.76,80260.07,85415.88,85744.59,85425.58,86985.83,87375.71,83670.33,86407.28,81984.47,87738.09,83259.26,81692.06,82415.5,88716.64,84197.63,86005.96,84580.52,84812.75,85805.47,83514.27,86579.21,86599.21,82067.39,88225.83,80490.18,82622.08,82384.61,85521.07,85064.37,83589.73,87591.98,83005.41,84850.2475679703,retirement
30,0,198499.849705,195544.26,208065.91999999998,193996.84999999998,199348.66,196292.49,190273.88,198065.0,196122.47999999998,201246.97,202106.75,201085.15000000002,196991.35,200846.7,197839.68,197170.34,201478.99,188049.18,193660.09000000003,197525.82,194023.32,197196.06,198219.46000000002,197952.0,191279.72999999998,194602.87,201414.35,192279.31,194263.56,202360.45,187416.55,210007.91999999998,200394.46999999997,196031.73,195958.36,198385.5,195456.4,190817.02000000002,195307.05,191119.24,195747.16999999998,202716.4,188693.15,199449.61,201440.61,197394.66,190328.47999999998,205883.09,195089.71,198961.78,189791.82,194751.09,209642.96,198955.86,195132.47,194772.38,195366.75,202722.25,204585.62,191227.7,203320.62,199935.69,200890.12,204936.91999999998,205330.91,205886.08000000002,208476.47,192276.84,197856.55,190488.93,191058.40000000002,192875.59,199605.71000000002,198308.41999999998,206062.05,196146.99,206423.28,183267.64,201086.83000000002,192969.16999999998,187047.14,194015.69,201949.88,196952.5,204414.45,200352.49,201029.76,200278.65,196453.84000000003,197091.15000000002,194658.08000000002,194766.99,203974.85,186560.90999999997,189375.02000000002,203400.6,202817.52000000002,207081.16999999998,189001.05,194851.56,191518.96000000002,197486.58207628713,total
31,0,127530.318839,125594.23,136654.4,123324.87,129319.75,120802.3,122386.45,127747.09,124598.91,133007.4,132117.58,126826.39,125055.36,132878.34,131477.26,117833.85,129985.8,117479.95,121881.2,126965.78,127005.94,120591.44,129352.17,131076.82,123014.56,124758.2,128542.51,124703.38,121606.27,127916.06,112664.66,138634.86,130907.42,124169.87,128273.87,131705.6,125885.45,124086.92,124812.25,122260.55,124804.79,139153.02,120783.15,129886.8,128245.1,125479.97,117569.35,135016.55,122014.21,127096.22,117276.12,126143.52,137217.53,125257.81,125072.56,121567.17,123662.72,132528.8,136357.09,127125.18,133691.04,130441.58,130820.85,135268.09,131491.09,137954.5,133592.62,122409.28,128146.71,123994.45,120727.68,121888.43,128803.85,125330.58,129541.86,126408.15,133980.37,114466.02,126648.69,126793.64,116448.43,127427.3,126672.03,128486.06,134085.24,129529.06,134037.79,130367.72,123384.18,127715.48,125454.46,129329.01,129872.34,121017.79,121099.81,138467.26,132077.05,134177.95,117436.42,121194.33,123021.9,127043.5126617722,savings
31,0,102308.138873,99347.0,106273.78,105104.46,98797.21,103938.98,98690.66,103073.85,101781.95,98662.22,97832.02,100642.25,98828.7,101521.85,102033.98,107046.75,101708.54,102722.97,102875.86,98489.92,96830.61,104377.56,97443.1,103649.39,100313.22,105708.01,108033.83,99618.97,101786.2,103520.94,98491.9,102931.93,99332.92,99987.46,100404.63,100650.75,102011.16,99278.18,104702.26,101259.56,101168.8,98118.37,97572.04,100734.02,103807.7,101355.37,102403.19,102619.88,101614.09,103193.94,102311.98,100854.59,104795.95,105388.36,100278.73,105666.12,103247.22,102420.01,104197.63,100770.25,98165.41,98577.76,102539.0,104053.32,105556.9,99040.57,107177.64,102999.59,101467.89,99239.77,102230.72,100276.4,102581.41,102253.21,103821.62,103403.73,104502.08,96246.09,103803.36,99718.47,99355.85,97526.76,106099.65,101979.02,102149.24,101737.68,102067.72,102873.47,97581.95,105214.77,103642.19,99257.45,106624.86,100494.79,97184.87,101131.23,100766.11,104614.51,102379.82,101243.88,98949.62,101733.28998884154,retirement
31,0,229838.457712,224941.22999999998,242928.18,228429.33000000002,228116.96000000002,224741.28,221077.11,230820.94,226380.86,231669.62,229949.59999999998,227468.64,223884.06,234400.19,233511.24,224880.6,231694.34,220202.91999999998,224757.06,225455.7,223836.55,224969.0,226795.27000000002,234726.21000000002,223327.78,230466.21,236576.34,224322.35,223392.47,231437.0,211156.56,241566.78999999998,230240.34,224157.33000000002,228678.5,232356.35,227896.61,223365.09999999998,229514.51,223520.11,225973.59,237271.38999999998,218355.19,230620.82,232052.8,226835.34,219972.54,237636.43,223628.3,230290.16,219588.09999999998,226998.11,242013.47999999998,230646.16999999998,225351.28999999998,227233.28999999998,226909.94,234948.81,240554.72,227895.43,231856.45,229019.34,233359.85,239321.41,237047.99,236995.07,240770.26,225408.87,229614.6,223234.22,222958.4,222164.83,231385.26,227583.79,233363.47999999998,229811.88,238482.45,210712.11,230452.05,226512.11,215804.28,224954.06,232771.68,230465.08000000002,236234.47999999998,231266.74,236105.51,233241.19,220966.13,232930.25,229096.65000000002,228586.46,236497.2,221512.58,218284.68,239598.49,232843.15999999997,238792.46000000002,219816.24,222438.21000000002,221971.52,228776.80265061374,total
32,0,142213.206287,141846.12,154521.88,138602.61,142989.11,138792.87,141885.56,141048.46,138494.93,148546.47,145308.91,143801.52,141365.59,149566.78,144249.67,132592.83,144381.4,129616.65,132041.58,141431.75,141149.94,131958.49,143380.79,150443.64,134947.47,141755.59,140170.32,139098.56,139523.29,140504.9,130044.82,150271.36,142566.23,135586.56,141916.99,146677.45,137872.08,139237.69,137310.4,134158.42,139598.33,153398.08,136298.14,143986.63,143969.14,136339.94,129806.29,148723.05,136495.56,139762.93,131419.48,138348.36,151277.35,146687.03,140673.96,131122.75,138889.45,145950.12,150453.76,143588.1,147154.75,144558.37,144696.63,149569.11,148917.11,150751.89,149510.98,135256.42,143800.7,137208.94,135172.66,134509.93,144291.85,139463.02,143408.37,142859.89,150859.52,126907.71,141419.04,142577.76,130805.5,140851.21,139102.82,142169.71,145513.32,143542.83,152182.31,145378.45,138346.89,143711.52,139606.02,144609.5,144400.81,134452.23,134406.39,152722.6,146400.34,151000.34,129775.94,134843.51,138235.45,141421.917587,savings
32,0,121211.278468,115577.19,124570.29,123244.17,119739.28,127295.45,115655.8,125061.64,119855.78,116793.09,115686.58,123222.55,115563.1,120125.42,120815.16,125830.09,120922.21,120760.08,120521.27,116675.99,113102.21,123582.71,113328.67,124166.45,119206.39,123002.23,124886.09,119987.4,123168.87,124542.07,119204.33,122028.72,118245.56,115423.6,119200.05,118191.97,121804.07,116163.6,124967.77,120059.84,122267.0,118661.64,114492.94,119703.45,122438.08,116248.41,122073.83,120250.66,119709.14,123789.63,123861.47,118360.36,123098.58,122516.07,120453.18,129017.33,118636.49,123862.51,121890.66,120124.24,116326.83,116152.31,121232.61,119493.96,122998.31,117565.61,125420.4,122469.31,122390.63,116235.64,124287.21,120865.5,120769.82,121517.3,123027.64,120258.56,124135.3,110920.38,122089.78,119407.75,119254.36,116727.24,127321.41,120466.35,120444.45,117888.06,122319.81,120357.12,114277.36,123063.63,121943.5,117504.99,125336.02,118117.27,113838.66,121295.96,118135.27,126348.08,121578.38,119115.27,116686.87,120439.8970145347,retirement
32,0,263424.484755,257423.31,279092.17,261846.77999999997,262728.39,266088.32,257541.36,266110.1,258350.71,265339.56,260995.49,267024.07,256928.69,269692.2,265064.83,258422.91999999998,265303.61,250376.72999999998,252562.84999999998,258107.74,254252.15000000002,255541.2,256709.46000000002,274610.09,254153.86,264757.82,265056.41000000003,259085.96,262692.16000000003,265046.97,249249.15000000002,272300.07999999996,260811.79,251010.16,261117.03999999998,264869.42000000004,259676.15,255401.29,262278.17,254218.26,261865.33,272059.72,250791.08000000002,263690.08,266407.22000000003,252588.35,251880.12,268973.70999999996,256204.7,263552.56,255280.95,256708.71999999997,274375.93,269203.1,261127.13999999998,260140.08000000002,257525.94,269812.63,272344.42000000004,263712.34,263481.58,260710.68,265929.24,269063.07,271915.42,268317.5,274931.38,257725.73,266191.33,253444.58000000002,259459.87,255375.43,265061.67000000004,260980.32,266436.01,263118.45,274994.82,237828.09000000003,263508.82,261985.51,250059.86,257578.45,266424.23,262636.06,265957.77,261430.88999999998,274502.12,265735.57,252624.25,266775.15,261549.52,262114.49,269736.83,252569.5,248245.05000000002,274018.56,264535.61,277348.42,251354.32,253958.78000000003,254922.32,261861.8146015347,total
